time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-06T19:40:16.045Z,38.0272,38.179,5.578,4.6,mb,89,54,1.15,0.7,us,us6000jm2a,2023-02-06T21:44:28.040Z,"eastern Turkey",earthquake,5.11,4.893,0.067,67,reviewed,us,us
2023-02-06T19:49:40.195Z,38.1063,36.6214,10,4.3,mb,34,67,0.961,0.67,us,us6000jm28,2023-02-06T21:29:49.040Z,"14 km NE of Göksun, Turkey",earthquake,5.63,1.963,0.168,10,reviewed,us,us
2023-02-06T20:05:35.367Z,37.9592,36.3495,10,4.7,mb,72,38,0.975,1.38,us,us6000jm29,2023-02-06T20:41:33.040Z,"14 km WSW of Göksun, Turkey",earthquake,4.37,1.072,0.064,74,reviewed,us,us
2023-02-06T20:14:12.433Z,37.9636,36.4884,10,4.2,mb,38,77,0.976,1.33,us,us6000jm2k,2023-02-06T21:29:05.040Z,"6 km S of Göksun, Turkey",earthquake,4.73,1.913,0.115,21,reviewed,us,us
2023-02-06T20:37:52.300Z,37.1694,37.0781,10,5.3,mww,64,69,0.105,1.23,us,us6000jm2r,2023-02-06T21:06:38.611Z,"29 km WNW of Gaziantep, Turkey",earthquake,5.73,1.921,0.075,17,reviewed,us,us
2023-02-06T20:44:00.124Z,37.987,36.5522,10,5,mb,63,44,0.967,0.61,us,us6000jm2t,2023-02-06T21:00:31.040Z,"6 km SE of Göksun, Turkey",earthquake,4.39,1.841,0.071,63,reviewed,us,us
2023-02-06T20:53:24.243Z,38.2038,38.2945,10,4.9,mb,98,55,1.342,0.96,us,us6000jm2v,2023-02-06T21:08:29.040Z,"11 km SSE of Ye?ilyurt, Turkey",earthquake,5.23,1.862,0.068,68,reviewed,us,us
2023-02-06T21:02:03.594Z,36.54,36.4583,4.372,4.4,mb,54,132,0.872,0.97,us,us6000jm2x,2023-02-06T21:16:28.040Z,"10 km ENE of K?r?khan, Turkey",earthquake,5.17,3.4,0.088,37,reviewed,us,us
2023-02-06T21:15:17.630Z,38.0646,37.0764,6.316,4.8,mb,94,49,0.897,0.76,us,us6000jm30,2023-02-06T21:29:41.040Z,"9 km W of Ekinözü, Turkey",earthquake,6.04,4.478,0.063,77,reviewed,us,us
2023-02-06T21:57:44.063Z,38.0372,36.6112,9.752,5.1,mb,93,28,0.986,0.9,us,us6000jm3c,2023-02-06T22:17:07.699Z,"10 km E of Göksun, Turkey",earthquake,5.9,2.145,0.045,163,reviewed,us,us
2023-02-06T22:11:37.240Z,38.152,38.2301,14.999,4.4,mb,51,94,1.27,0.65,us,us6000jm3f,2023-02-06T22:40:00.723Z,"14 km N of Çelikhan, Turkey",earthquake,4.9,3.044,0.093,33,reviewed,us,us
2023-02-06T22:26:18.993Z,37.8818,37.4134,14.262,4.3,mb,46,68,0.727,1.38,us,us6000jm3l,2023-02-06T22:50:12.040Z,"9 km SSW of Nurhak, Turkey",earthquake,4.62,4.915,0.096,31,reviewed,us,us
2023-02-06T22:29:39.918Z,38.0525,36.4229,7.688,4.4,mb,45,75,0.917,0.77,us,us6000jm3n,2023-02-06T23:02:00.940Z,"7 km WNW of Göksun, Turkey",earthquake,3.95,4.274,0.095,33,reviewed,us,us
2023-02-06T23:29:15.039Z,35.6093,35.3527,10,4.5,mb,65,44,1.776,0.57,us,us6000jm3x,2023-02-07T01:26:45.238Z,"40 km WNW of Latakia, Syria",earthquake,5.13,1.851,0.097,31,reviewed,us,us
2023-02-07T01:29:19.687Z,38.0568,36.7401,10,4.1,mb,31,65,0.959,0.72,us,us6000jm4r,2023-02-07T01:42:28.040Z,"21 km E of Göksun, Turkey",earthquake,4.85,1.921,0.145,13,reviewed,us,us
2023-02-07T01:34:31.046Z,37.4314,37.2322,8.068,4.3,mb,24,92,0.259,0.95,us,us6000jm4x,2023-02-07T02:35:58.462Z,"8 km SW of Pazarc?k, Turkey",earthquake,4.58,3.617,0.138,15,reviewed,us,us
